zip:varchar:5	lat:decimal:10,6	long:decimal:10,6	city:varchar:25	stateshort:varchar:2	state:varchar:20	county:varchar:21
85540	33.054062	-109.381548	Morenci	AZ	Arizona	Greenlee
85541	33.864471	-111.304309	Payson	AZ	Arizona	Gila
85543	32.878042	-109.989395	Pima	AZ	Arizona	Graham
85546	32.813612	-109.355230	Safford	AZ	Arizona	Graham
85550	33.289447	-110.452417	San Carlos	AZ	Arizona	Gila
85551	32.842769	-109.588476	Solomon	AZ	Arizona	Graham
85552	32.850436	-109.770830	Thatcher	AZ	Arizona	Graham
85602	32.035885	-110.411875	Benson	AZ	Arizona	Cochise
85603	31.445577	-109.919056	Bisbee	AZ	Arizona	Cochise
85606	32.043893	-109.898983	Cochise	AZ	Arizona	Cochise
85607	31.604081	-109.379220	Douglas	AZ	Arizona	Cochise
85611	31.609653	-110.510286	Elgin	AZ	Arizona	Santa Cruz
85614	31.838223	-110.919400	Green Valley	AZ	Arizona	Pima
85618	32.703898	-110.538094	Mammoth	AZ	Arizona	Pinal
85620	31.385182	-109.941325	Naco	AZ	Arizona	Cochise
85621	31.463270	-110.912001	Nogales	AZ	Arizona	Santa Cruz
85623	32.642130	-110.805211	Oracle	AZ	Arizona	Pinal
85629	31.932883	-111.019049	Sahuarita	AZ	Arizona	Pima
85631	32.620892	-110.551269	San Manuel	AZ	Arizona	Pinal
85632	31.880077	-109.133232	San Simon	AZ	Arizona	Cochise
85634	31.974033	-111.994430	Sells	AZ	Arizona	Pima
85635	31.810649	-110.170235	Sierra Vista	AZ	Arizona	Cochise
85638	31.671060	-110.051604	Tombstone	AZ	Arizona	Cochise
85639	31.970131	-111.764940	Topawa	AZ	Arizona	Pima
85641	32.002669	-110.622850	Vail	AZ	Arizona	Pima
85643	32.070050	-109.965490	Willcox	AZ	Arizona	Cochise
85645	31.672252	-111.160631	Amado	AZ	Arizona	Santa Cruz
85648	31.508436	-111.038096	Rio Rico	AZ	Arizona	Santa Cruz
85652	32.420055	-111.113178	Cortaro	AZ	Arizona	Pima
85653	32.442979	-111.386333	Marana	AZ	Arizona	Pima
85701	32.217975	-110.970999	Tucson	AZ	Arizona	Pima
85738	31.970131	-111.890713	Catalina	AZ	Arizona	Pima
85901	34.570811	-110.024014	Show Low	AZ	Arizona	Navajo
85920	34.177052	-109.177010	Alpine	AZ	Arizona	Apache
85928	34.409980	-110.551182	Heber	AZ	Arizona	Navajo
85929	34.175198	-109.939822	Lakeside	AZ	Arizona	Navajo
85935	34.141314	-109.896691	Pinetop	AZ	Arizona	Navajo
85937	34.521702	-110.064102	Snowflake	AZ	Arizona	Navajo
85938	34.118938	-109.336532	Springerville	AZ	Arizona	Apache
85941	33.802071	-109.969827	Whiteriver	AZ	Arizona	Navajo
86001	35.932116	-111.639303	Flagstaff	AZ	Arizona	Coconino
86018	35.256347	-111.916131	Parks	AZ	Arizona	Coconino
86021	36.974658	-113.024318	Colorado City	AZ	Arizona	Mohave
86022	36.966490	-112.836996	Fredonia	AZ	Arizona	Coconino
86023	35.942057	-112.022616	Grand Canyon	AZ	Arizona	Coconino
86025	34.776828	-110.104808	Holbrook	AZ	Arizona	Navajo
86030	35.285746	-110.730472	Hotevilla	AZ	Arizona	Navajo
86032	34.981359	-110.283924	Joseph City	AZ	Arizona	Navajo
86033	35.285746	-110.228223	Kayenta	AZ	Arizona	Navajo
86034	35.285746	-110.125868	Keams Canyon	AZ	Arizona	Navajo
86039	35.285746	-110.525216	Kykotsmovi Village	AZ	Arizona	Navajo
86040	36.910804	-111.427538	Page	AZ	Arizona	Coconino
86045	36.132723	-111.116416	Tuba City	AZ	Arizona	Coconino
86046	35.915563	-112.124547	Williams	AZ	Arizona	Coconino
86047	34.633764	-110.671248	Winslow	AZ	Arizona	Navajo
86301	34.620826	-112.429033	Prescott	AZ	Arizona	Yavapai
86312	34.668291	-112.307777	Prescott Valley	AZ	Arizona	Yavapai
86320	34.970209	-112.645484	Ash Fork	AZ	Arizona	Yavapai
86322	34.569687	-111.801158	Camp Verde	AZ	Arizona	Yavapai
86323	34.755208	-112.407143	Chino Valley	AZ	Arizona	Yavapai
86324	34.659484	-112.120427	Clarkdale	AZ	Arizona	Yavapai
86326	34.643596	-112.023634	Cottonwood	AZ	Arizona	Yavapai
86327	34.556520	-112.105020	Dewey	AZ	Arizona	Yavapai
86333	34.414534	-112.081970	Mayer	AZ	Arizona	Yavapai
86336	34.756885	-111.867252	Sedona	AZ	Arizona	Coconino
86337	35.331088	-113.031101	Seligman	AZ	Arizona	Yavapai
86338	34.706724	-112.753836	Skull Valley	AZ	Arizona	Yavapai
86342	34.641736	-111.787154	Lake Montezuma	AZ	Arizona	Yavapai
86401	35.341456	-113.703932	Kingman	AZ	Arizona	Mohave
86403	34.500556	-114.348504	Lake Havasu City	AZ	Arizona	Mohave
86429	35.171497	-114.484927	Bullhead City	AZ	Arizona	Mohave
86432	34.901161	-113.446572	Littlefield	AZ	Arizona	Mohave
86440	35.052400	-114.525311	Mohave Valley	AZ	Arizona	Mohave
86503	36.527297	-109.685341	Chinle	AZ	Arizona	Apache
86505	35.237487	-109.706962	Ganado	AZ	Arizona	Apache
86512	35.406729	-109.243165	Sanders	AZ	Arizona	Apache
86514	35.237487	-109.332878	Teec Nos Pos	AZ	Arizona	Apache
86515	35.667596	-108.954226	Window Rock	AZ	Arizona	Apache
86538	35.237487	-109.596407	Many Farms	AZ	Arizona	Apache
87001	35.337752	-106.337081	Algodones	NM	New Mexico	Sandoval
87002	34.651051	-106.652175	Belen	NM	New Mexico	Valencia
87004	35.629445	-106.597292	Bernalillo	NM	New Mexico	Sandoval
87006	34.613133	-106.843685	Bosque	NM	New Mexico	Valencia
87008	35.124363	-106.406994	Cedar Crest	NM	New Mexico	Bernalillo
87010	35.264653	-106.129828	Cerrillos	NM	New Mexico	Santa Fe
87013	36.021095	-107.367228	Cuba	NM	New Mexico	Sandoval
87015	35.134731	-106.182537	Edgewood	NM	New Mexico	Santa Fe
87016	34.752146	-105.955483	Estancia	NM	New Mexico	Torrance
87020	35.099850	-107.947956	Grants	NM	New Mexico	Cibola
87025	35.786457	-106.628405	Jemez Springs	NM	New Mexico	Sandoval
87026	34.962954	-107.233587	Laguna	NM	New Mexico	Cibola
87031	34.765770	-107.017993	Los Lunas	NM	New Mexico	Valencia
87035	34.941030	-105.953249	Moriarty	NM	New Mexico	Torrance
87036	34.617468	-106.243612	Mountainair	NM	New Mexico	Torrance
87042	34.840061	-106.686591	Peralta	NM	New Mexico	Valencia
87043	35.620401	-106.462126	Placitas	NM	New Mexico	Sandoval
87047	35.152995	-106.288772	Sandia Park	NM	New Mexico	Bernalillo
87048	35.659583	-106.627078	Corrales	NM	New Mexico	Sandoval
87059	35.035534	-106.300636	Tijeras	NM	New Mexico	Bernalillo
87068	34.857650	-106.587187	Bosque Farms	NM	New Mexico	Valencia
87101	35.199592	-106.644831	Albuquerque	NM	New Mexico	Bernalillo
87117	35.056747	-106.563864	Kirtland Afb	NM	New Mexico	Bernalillo
87124	35.282859	-106.783682	Rio Rancho	NM	New Mexico	Sandoval
87301	35.651526	-108.737949	Gallup	NM	New Mexico	Mckinley
87311	35.480924	-108.515625	Church Rock	NM	New Mexico	Mckinley
87313	35.598506	-108.078837	Crownpoint	NM	New Mexico	Mckinley
87315	34.962954	-108.684918	Fence Lake	NM	New Mexico	Cibola
87321	35.128655	-108.361162	Ramah	NM	New Mexico	Mckinley
87322	35.480924	-108.653130	Rehoboth	NM	New Mexico	Mckinley
87323	35.397643	-108.193532	Thoreau	NM	New Mexico	Mckinley
87325	35.884668	-108.614262	Tohatchi	NM	New Mexico	Mckinley
87326	35.350896	-108.821443	Vanderwagen	NM	New Mexico	Mckinley
87327	35.069064	-108.781728	Zuni	NM	New Mexico	Mckinley
87357	34.962954	-108.296747	Pinehill	NM	New Mexico	Cibola
87401	36.826248	-108.178691	Farmington	NM	New Mexico	San Juan
87410	36.842198	-107.882308	Aztec	NM	New Mexico	San Juan
87413	36.613621	-107.978520	Bloomfield	NM	New Mexico	San Juan
87415	36.813789	-108.094079	Flora Vista	NM	New Mexico	San Juan
87417	36.742972	-108.345707	Kirtland	NM	New Mexico	San Juan
87420	36.417185	-108.898429	Shiprock	NM	New Mexico	San Juan
87421	36.750745	-108.512958	Waterflow	NM	New Mexico	San Juan
87501	35.697473	-105.856809	Santa Fe	NM	New Mexico	Santa Fe
87520	36.756297	-106.627345	Chama	NM	New Mexico	Rio Arriba
87528	36.934793	-106.983307	Dulce	NM	New Mexico	Rio Arriba
87530	36.283096	-106.191469	El Rito	NM	New Mexico	Rio Arriba
87532	36.424214	-106.088977	Espanola	NM	New Mexico	Rio Arriba
87544	35.849514	-106.288090	Los Alamos	NM	New Mexico	Los Alamos
87549	36.331253	-106.009074	Ojo Caliente	NM	New Mexico	Taos
87551	36.728938	-106.669448	Los Ojos	NM	New Mexico	Rio Arriba
87552	35.571588	-105.601579	Pecos	NM	New Mexico	San Miguel
87553	36.176327	-105.687472	Penasco	NM	New Mexico	Taos
87558	36.665925	-105.428066	Red River	NM	New Mexico	Taos
87567	35.993095	-106.020215	Santa Cruz	NM	New Mexico	Santa Fe
87571	36.429239	-105.442212	Taos	NM	New Mexico	Taos
87574	35.787442	-105.899105	Tesuque	NM	New Mexico	Santa Fe
87575	36.696968	-106.370823	Tierra Amarilla	NM	New Mexico	Rio Arriba
87583	35.456288	-105.336283	Villanueva	NM	New Mexico	San Miguel
87701	35.551539	-104.933487	Las Vegas	NM	New Mexico	San Miguel
87710	36.512495	-105.248496	Angel Fire	NM	New Mexico	Colfax
87712	36.008302	-105.182856	Buena Vista	NM	New Mexico	Mora
87728	36.539682	-104.619084	Maxwell	NM	New Mexico	Colfax
87731	35.649907	-105.412669	Montezuma	NM	New Mexico	San Miguel
87732	36.008302	-105.364302	Mora	NM	New Mexico	Mora
87733	35.804116	-103.851495	Mosquero	NM	New Mexico	Harding
87740	36.662666	-104.407369	Raton	NM	New Mexico	Colfax
87742	35.836395	-105.510938	Rociada	NM	New Mexico	San Miguel
87743	35.938730	-104.090814	Roy	NM	New Mexico	Harding
87747	36.603697	-104.471772	Springer	NM	New Mexico	Colfax
87753	36.008302	-104.954298	Watrous	NM	New Mexico	Mora
87801	34.035975	-106.826187	Socorro	NM	New Mexico	Socorro
87821	33.890975	-108.062501	Datil	NM	New Mexico	Catron
87825	34.111424	-107.656211	Magdalena	NM	New Mexico	Socorro
87830	33.681174	-108.744042	Reserve	NM	New Mexico	Catron
87901	33.160602	-107.095436	Truth Or Consequences	NM	New Mexico	Sierra
87936	32.525120	-107.263614	Garfield	NM	New Mexico	Dona Ana
87937	32.661331	-107.195218	Hatch	NM	New Mexico	Dona Ana
87940	32.418150	-107.006541	Rincon	NM	New Mexico	Dona Ana
87941	32.695700	-107.219612	Salem	NM	New Mexico	Dona Ana
88001	32.414670	-106.753890	Las Cruces	NM	New Mexico	Dona Ana
88020	32.053042	-108.839423	Animas	NM	New Mexico	Hidalgo
88021	32.068186	-107.016272	Anthony	NM	New Mexico	Dona Ana
88023	32.819788	-108.144578	Bayard	NM	New Mexico	Grant
88030	32.079682	-107.727419	Deming	NM	New Mexico	Luna
88044	32.143754	-106.805850	La Mesa	NM	New Mexico	Dona Ana
88045	32.315951	-108.756093	Lordsburg	NM	New Mexico	Hidalgo
88047	32.232085	-106.714691	Mesilla Park	NM	New Mexico	Dona Ana
88048	31.990339	-106.660086	Mesquite	NM	New Mexico	Dona Ana
88054	32.488841	-106.914575	Radium Springs	NM	New Mexico	Dona Ana
88061	32.853738	-108.333572	Silver City	NM	New Mexico	Grant
88063	31.880055	-106.599103	Sunland Park	NM	New Mexico	Dona Ana
88101	34.497241	-103.275272	Clovis	NM	New Mexico	Curry
88103	34.401452	-103.317985	Cannon Afb	NM	New Mexico	Curry
88115	33.916566	-103.345497	Dora	NM	New Mexico	Roosevelt
88116	33.985296	-103.878832	Elida	NM	New Mexico	Roosevelt
88118	34.181943	-103.689486	Floyd	NM	New Mexico	Roosevelt
88124	34.505120	-103.651819	Melrose	NM	New Mexico	Curry
88130	34.076964	-103.299416	Portales	NM	New Mexico	Roosevelt
88135	34.518407	-103.099611	Texico	NM	New Mexico	Curry
88201	33.346666	-104.396622	Roswell	NM	New Mexico	Chaves
88210	32.622225	-104.219669	Artesia	NM	New Mexico	Eddy
88220	32.416897	-104.431928	Carlsbad	NM	New Mexico	Eddy
88240	32.646864	-103.485066	Hobbs	NM	New Mexico	Lea
88260	32.679494	-103.381536	Lovington	NM	New Mexico	Lea
88301	33.641799	-105.790679	Carrizozo	NM	New Mexico	Lincoln
88310	32.870046	-106.072883	Alamogordo	NM	New Mexico	Otero
88312	33.388573	-105.737988	Alto	NM	New Mexico	Lincoln
88316	33.501389	-105.322893	Capitan	NM	New Mexico	Lincoln
88317	32.889717	-105.636789	Cloudcroft	NM	New Mexico	Otero
88340	33.154212	-105.583242	Mescalero	NM	New Mexico	Otero
88345	33.474521	-105.680834	Ruidoso	NM	New Mexico	Lincoln
88349	32.867200	-105.802250	Sunspot	NM	New Mexico	Otero
88352	33.172467	-105.993861	Tularosa	NM	New Mexico	Otero
88353	34.600841	-105.116141	Vaughn	NM	New Mexico	Guadalupe
88401	35.114202	-103.822230	Tucumcari	NM	New Mexico	Quay
88415	36.451155	-103.326817	Clayton	NM	New Mexico	Union
88418	36.369783	-103.684739	Des Moines	NM	New Mexico	Union
88435	34.852639	-104.695340	Santa Rosa	NM	New Mexico	Guadalupe
89005	36.020563	-114.809401	Boulder City	NV	Nevada	Clark
89007	36.768399	-114.226747	Bunkerville	NV	Nevada	Clark
89008	38.017162	-114.513105	Caliente	NV	Nevada	Lincoln
89009	35.927901	-114.972061	Henderson	NV	Nevada	Clark
89010	37.585111	-118.074900	Dyer	NV	Nevada	Esmeralda
89013	37.722454	-117.346901	Goldfield	NV	Nevada	Esmeralda
89018	36.431289	-115.645121	Indian Springs	NV	Nevada	Clark
89020	36.539018	-116.443610	Amargosa Valley	NV	Nevada	Nye
89024	36.810062	-114.010420	Mesquite	NV	Nevada	Clark
89028	35.160398	-114.644700	Laughlin	NV	Nevada	Clark
89030	36.225271	-115.124129	North Las Vegas	NV	Nevada	Clark
89039	35.252249	-114.879825	Cal Nev Ari	NV	Nevada	Clark
89040	36.570259	-114.578928	Overton	NV	Nevada	Clark
89041	36.655797	-116.004795	Pahrump	NV	Nevada	Nye
89043	37.759736	-114.473413	Pioche	NV	Nevada	Lincoln
89049	38.262575	-116.259369	Tonopah	NV	Nevada	Nye
89101	36.173720	-115.122234	Las Vegas	NV	Nevada	Clark
89191	35.927901	-115.025695	Nellis Afb	NV	Nevada	Clark
89301	39.314155	-114.770485	Ely	NV	Nevada	White Pine
89311	38.955899	-114.200069	Baker	NV	Nevada	White Pine
89316	39.547797	-115.900602	Eureka	NV	Nevada	Eureka
89317	38.864122	-115.025158	Lund	NV	Nevada	White Pine
89402	39.239457	-120.002554	Crystal Bay	NV	Nevada	Washoe
89403	39.103007	-119.475598	Dayton	NV	Nevada	Lyon
89406	39.479393	-118.264165	Fallon	NV	Nevada	Churchill
89408	39.489212	-119.174165	Fernley	NV	Nevada	Lyon
89409	38.863664	-118.110000	Gabbs	NV	Nevada	Nye
89410	38.818277	-119.604207	Gardnerville	NV	Nevada	Douglas
89412	40.652505	-119.695361	Gerlach	NV	Nevada	Washoe
89413	39.050936	-119.922857	Glenbrook	NV	Nevada	Douglas
89415	38.576848	-118.637507	Hawthorne	NV	Nevada	Mineral
89419	40.251285	-118.189040	Lovelock	NV	Nevada	Pershing
89421	41.970838	-117.860069	Mc Dermitt	NV	Nevada	Humboldt
89422	38.387008	-118.453724	Mina	NV	Nevada	Mineral
89423	39.008718	-119.755643	Minden	NV	Nevada	Douglas
89424	39.827156	-119.284126	Nixon	NV	Nevada	Washoe
89427	38.970781	-118.645827	Schurz	NV	Nevada	Mineral
89429	39.439405	-119.297057	Silver Springs	NV	Nevada	Lyon
89431	40.039169	-119.749111	Sparks	NV	Nevada	Washoe
89433	39.748304	-119.776657	Sun Valley	NV	Nevada	Washoe
89439	39.516486	-119.999800	Verdi	NV	Nevada	Washoe
89440	39.332488	-119.658713	Virginia City	NV	Nevada	Storey
89445	41.213481	-118.263916	Winnemucca	NV	Nevada	Humboldt
89447	39.080415	-119.131304	Yerington	NV	Nevada	Lyon
89448	39.020403	-119.917493	Zephyr Cove	NV	Nevada	Douglas
89449	38.860647	-119.911471	Stateline	NV	Nevada	Douglas
89450	39.256357	-119.939145	Incline Village	NV	Nevada	Washoe
89501	39.655580	-119.813051	Reno	NV	Nevada	Washoe
89701	39.154485	-119.725281	Carson City	NV	Nevada	Carson City
89704	39.453739	-119.815832	Washoe Valley	NV	Nevada	Washoe
89801	40.905583	-115.761405	Elko	NV	Nevada	Elko
89820	40.042115	-116.977156	Battle Mountain	NV	Nevada	Lander
89822	40.715931	-116.193978	Carlin	NV	Nevada	Elko
89825	41.059414	-114.777412	Jackpot	NV	Nevada	Elko
89883	40.504545	-114.157677	West Wendover	NV	Nevada	Elko
90001	33.973951	-118.249509	Los Angeles	CA	California	Los Angeles
90069	33.786594	-118.381697	West Hollywood	CA	California	Los Angeles
90201	33.976663	-118.171368	Bell	CA	California	Los Angeles
90202	33.786594	-118.298662	Bell Gardens	CA	California	Los Angeles
90209	33.786594	-118.298662	Beverly Hills	CA	California	Los Angeles
90220	33.874815	-118.234451	Compton	CA	California	Los Angeles
90230	33.786594	-118.393617	Culver City	CA	California	Los Angeles
90239	33.786594	-118.298662	Downey	CA	California	Los Angeles
90245	33.786594	-118.404267	El Segundo	CA	California	Los Angeles
90247	33.888315	-118.297967	Gardena	CA	California	Los Angeles
90250	33.786594	-118.348083	Hawthorne	CA	California	Los Angeles
90254	33.786594	-118.399303	Hermosa Beach	CA	California	Los Angeles
90255	33.977987	-118.217438	Huntington Park	CA	California	Los Angeles
90260	33.786594	-118.351813	Lawndale	CA	California	Los Angeles
90262	33.924538	-118.200705	Lynwood	CA	California	Los Angeles
90263	33.786594	-118.707992	Malibu	CA	California	Los Angeles
90266	33.786594	-118.402127	Manhattan Beach	CA	California	Los Angeles
90270	33.988463	-118.186597	Maywood	CA	California	Los Angeles
90272	33.786594	-118.544232	Pacific Palisades	CA	California	Los Angeles
90274	33.786594	-118.372454	Palos Verdes Peninsula	CA	California	Los Angeles
90275	33.786594	-118.367963	Rancho Palos Verdes	CA	California	Los Angeles
90277	33.786594	-118.387124	Redondo Beach	CA	California	Los Angeles
90280	33.937714	-118.192761	South Gate	CA	California	Los Angeles
90290	33.786594	-118.616219	Topanga	CA	California	Los Angeles
90291	33.786594	-118.465193	Venice	CA	California	Los Angeles
90292	33.786594	-118.455222	Marina Del Rey	CA	California	Los Angeles
90293	33.786594	-118.439841	Playa Del Rey	CA	California	Los Angeles
90301	33.786594	-118.358654	Inglewood	CA	California	Los Angeles
90401	33.786594	-118.493750	Santa Monica	CA	California	Los Angeles
90501	33.835665	-118.314022	Torrance	CA	California	Los Angeles
90601	34.004311	-118.030271	Whittier	CA	California	Los Angeles
90620	33.640302	-118.015292	Buena Park	CA	California	Orange
90623	33.640302	-118.039565	La Palma	CA	California	Orange
90630	33.640302	-118.038307	Cypress	CA	California	Orange
90631	33.640302	-117.952483	La Habra	CA	California	Orange
90637	33.786594	-118.298662	La Mirada	CA	California	Los Angeles
90640	33.786594	-118.111012	Montebello	CA	California	Los Angeles
90650	33.906763	-118.082640	Norwalk	CA	California	Los Angeles
90660	33.985812	-118.089299	Pico Rivera	CA	California	Los Angeles
90670	33.927063	-118.062611	Santa Fe Springs	CA	California	Los Angeles
90680	33.640302	-117.994904	Stanton	CA	California	Orange
90701	33.865395	-118.080612	Artesia	CA	California	Los Angeles
90703	33.866914	-118.069472	Cerritos	CA	California	Los Angeles
90704	33.786594	-118.435601	Avalon	CA	California	Los Angeles
90706	33.888014	-118.127250	Bellflower	CA	California	Los Angeles
90710	33.791267	-118.298661	Harbor City	CA	California	Los Angeles
90711	33.786594	-118.298662	Lakewood	CA	California	Los Angeles
90717	33.786594	-118.317170	Lomita	CA	California	Los Angeles
90720	33.640302	-118.062692	Los Alamitos	CA	California	Orange
90723	33.899015	-118.166629	Paramount	CA	California	Los Angeles
90731	33.753088	-118.278869	San Pedro	CA	California	Los Angeles
90740	33.640302	-118.075043	Seal Beach	CA	California	Orange
90742	33.640302	-118.076906	Sunset Beach	CA	California	Orange
90744	33.779417	-118.261723	Wilmington	CA	California	Los Angeles
90745	33.813317	-118.264109	Carson	CA	California	Los Angeles
90801	33.804309	-118.200957	Long Beach	CA	California	Los Angeles
91001	33.786594	-118.138263	Altadena	CA	California	Los Angeles
91006	33.786594	-118.026704	Arcadia	CA	California	Los Angeles
91009	33.786594	-118.298662	Duarte	CA	California	Los Angeles
91011	33.786594	-118.205306	La Canada Flintridge	CA	California	Los Angeles
91016	33.786594	-118.000482	Monrovia	CA	California	Los Angeles
91020	33.786594	-118.230652	Montrose	CA	California	Los Angeles
91023	33.786594	-118.298662	Mount Wilson	CA	California	Los Angeles
91024	33.786594	-118.050216	Sierra Madre	CA	California	Los Angeles
91030	33.786594	-118.156615	South Pasadena	CA	California	Los Angeles
91040	33.786594	-118.336078	Sunland	CA	California	Los Angeles
91042	33.786594	-118.237570	Tujunga	CA	California	Los Angeles
91050	33.786594	-118.298662	Pasadena	CA	California	Los Angeles
91108	33.786594	-118.112911	San Marino	CA	California	Los Angeles
91201	33.786594	-118.289463	Glendale	CA	California	Los Angeles
91214	33.786594	-118.249185	La Crescenta	CA	California	Los Angeles
91301	33.786594	-118.758541	Agoura Hills	CA	California	Los Angeles
91302	33.786594	-118.671025	Calabasas	CA	California	Los Angeles
91303	33.786594	-118.600913	Canoga Park	CA	California	Los Angeles
91306	33.786594	-118.577563	Winnetka	CA	California	Los Angeles
91307	33.786594	-118.664900	West Hills	CA	California	Los Angeles
91310	33.786594	-118.298662	Castaic	CA	California	Los Angeles
91311	33.786594	-118.603118	Chatsworth	CA	California	Los Angeles
91316	33.786594	-118.515472	Encino	CA	California	Los Angeles
91319	34.032383	-119.134300	Newbury Park	CA	California	Ventura
91321	33.786594	-118.489038	Newhall	CA	California	Los Angeles
91324	33.786594	-118.550290	Northridge	CA	California	Los Angeles
91331	33.786594	-118.421314	Pacoima	CA	California	Los Angeles
91335	33.786594	-118.540958	Reseda	CA	California	Los Angeles
91340	33.786594	-118.435080	San Fernando	CA	California	Los Angeles
91342	33.786594	-118.382261	Sylmar	CA	California	Los Angeles
91343	33.786594	-118.482306	North Hills	CA	California	Los Angeles
91344	33.786594	-118.507001	Granada Hills	CA	California	Los Angeles
91345	33.786594	-118.456748	Mission Hills	CA	California	Los Angeles
91350	33.786594	-118.501747	Santa Clarita	CA	California	Los Angeles
91351	33.786594	-118.448109	Canyon Country	CA	California	Los Angeles
91352	33.786594	-118.365856	Sun Valley	CA	California	Los Angeles
91354	33.786594	-118.553789	Valencia	CA	California	Los Angeles
91356	33.786594	-118.547553	Tarzana	CA	California	Los Angeles
91358	34.032383	-119.134300	Thousand Oaks	CA	California	Ventura
91359	34.032383	-119.134300	Westlake Village	CA	California	Ventura
91364	33.786594	-118.593153	Woodland Hills	CA	California	Los Angeles
91377	34.032383	-118.766918	Oak Park	CA	California	Ventura
91381	33.786594	-118.647244	Stevenson Ranch	CA	California	Los Angeles
91388	33.786594	-118.298662	Van Nuys	CA	California	Los Angeles
91402	33.786594	-118.444689	Panorama City	CA	California	Los Angeles
91403	33.786594	-118.463365	Sherman Oaks	CA	California	Los Angeles
91501	33.786594	-118.287527	Burbank	CA	California	Los Angeles
91601	33.786594	-118.372498	North Hollywood	CA	California	Los Angeles
91604	33.786594	-118.392864	Studio City	CA	California	Los Angeles
91607	33.786594	-118.399795	Valley Village	CA	California	Los Angeles
91608	33.786594	-118.350933	Universal City	CA	California	Los Angeles
91702	33.786594	-117.866141	Azusa	CA	California	Los Angeles
91706	33.786594	-117.968269	Baldwin Park	CA	California	Los Angeles
91708	34.839964	-117.639325	Chino	CA	California	San Bernardino
91709	34.839964	-117.738596	Chino Hills	CA	California	San Bernardino
91711	33.786594	-117.714773	Claremont	CA	California	Los Angeles
91714	33.786594	-118.298662	City Of Industry	CA	California	Los Angeles
91718	33.752886	-116.055617	Corona	CA	California	Riverside
91722	33.786594	-117.906736	Covina	CA	California	Los Angeles
91729	34.839964	-115.967051	Rancho Cucamonga	CA	California	San Bernardino
91731	33.786594	-118.043456	El Monte	CA	California	Los Angeles
91733	33.786594	-118.053748	South El Monte	CA	California	Los Angeles
91740	33.786594	-117.855054	Glendora	CA	California	Los Angeles
91744	33.786594	-117.936470	La Puente	CA	California	Los Angeles
91745	33.976114	-117.972146	Hacienda Heights	CA	California	Los Angeles
91748	33.966218	-117.900676	Rowland Heights	CA	California	Los Angeles
91750	33.786594	-117.773939	La Verne	CA	California	Los Angeles
91752	33.752886	-117.531269	Mira Loma	CA	California	Riverside
91754	33.786594	-118.143465	Monterey Park	CA	California	Los Angeles
91758	34.839964	-115.967051	Ontario	CA	California	San Bernardino
91760	33.752886	-116.055617	Norco	CA	California	Riverside
91763	34.839964	-117.698315	Montclair	CA	California	San Bernardino
91765	33.786594	-117.821282	Diamond Bar	CA	California	Los Angeles
91766	33.786594	-117.756106	Pomona	CA	California	Los Angeles
91770	33.786594	-118.084529	Rosemead	CA	California	Los Angeles
91773	33.786594	-117.810390	San Dimas	CA	California	Los Angeles
91775	33.786594	-118.088266	San Gabriel	CA	California	Los Angeles
91780	33.786594	-118.057754	Temple City	CA	California	Los Angeles
91784	34.128118	-117.655583	Upland	CA	California	San Bernardino
91788	33.786594	-118.298662	Walnut	CA	California	Los Angeles
91790	33.786594	-117.937007	West Covina	CA	California	Los Angeles
91801	33.786594	-118.127527	Alhambra	CA	California	Los Angeles
91901	32.740810	-116.710076	Alpine	CA	California	San Diego
91902	32.673870	-117.018657	Bonita	CA	California	San Diego
91906	33.016928	-116.465541	Campo	CA	California	San Diego
91909	33.016928	-116.846046	Chula Vista	CA	California	San Diego
91932	32.578991	-117.120872	Imperial Beach	CA	California	San Diego
91934	33.016928	-116.152565	Jacumba	CA	California	San Diego
91935	33.016928	-116.788204	Jamul	CA	California	San Diego
91941	32.761050	-116.997247	La Mesa	CA	California	San Diego
91945	32.732288	-117.034176	Lemon Grove	CA	California	San Diego
91948	33.016928	-116.448325	Mount Laguna	CA	California	San Diego
91950	32.671194	-117.094668	National City	CA	California	San Diego
91962	33.016928	-116.415161	Pine Valley	CA	California	San Diego
91976	33.016928	-116.846046	Spring Valley	CA	California	San Diego
92003	33.016928	-117.197777	Bonsall	CA	California	San Diego
92004	33.016928	-116.106046	Borrego Springs	CA	California	San Diego
92007	33.023042	-117.274923	Cardiff By The Sea	CA	California	San Diego
92008	33.016928	-117.322181	Carlsbad	CA	California	San Diego
92014	32.974074	-117.250309	Del Mar	CA	California	San Diego
92019	32.865113	-116.880634	El Cajon	CA	California	San Diego
92023	33.016928	-116.846046	Encinitas	CA	California	San Diego
92025	33.057128	-117.080419	Escondido	CA	California	San Diego
92028	33.016928	-117.209427	Fallbrook	CA	California	San Diego
92036	33.016928	-116.493688	Julian	CA	California	San Diego
92037	32.898511	-117.250058	La Jolla	CA	California	San Diego
92040	32.893498	-116.891975	Lakeside	CA	California	San Diego
92049	33.016928	-116.846046	Oceanside	CA	California	San Diego
92055	33.016928	-117.444758	Camp Pendleton	CA	California	San Diego
92059	33.016928	-117.066121	Pala	CA	California	San Diego
92060	33.016928	-116.853215	Palomar Mountain	CA	California	San Diego
92064	32.994097	-117.019035	Poway	CA	California	San Diego
92065	33.031572	-116.850651	Ramona	CA	California	San Diego
